Cedar Creek Ecosystem Science Reserve
2660 Fawn Lake Dr. NE
Bethel, MN 55005
Office:  763-434-5131
Fax:  763-434-7361
Data URL: http://cbs-cedarcreek.oit.umn.edu/research/data

Experiment Investigators:

Tilman, David 
Reich, Peter
Knope, Johannes
Wedin, David
_________________________________________________________________________

USER AGREEMENT:  As a condition for access to data provided by researchers of the Cedar Creek LTER, I agree to abide by the following code of ethics.

A. I agree to notify the Cedar Creek LTER scientists who gathered data if I would like to use those data in any publication. I acknowledge that these data were gathered by Cedar Creek scientists because they had already perceived the importance of these data for a variety of scientific and societal issues. I will provide them with formal recognition that, at their discretion, may include co-authorship or acknowledgements on publications.

B. I realize that the researchers who gathered these data may be using them for scientific analyses, papers or publications that are currently planned or in preparation, and that such activities have precedence over any that I might wish to prepare. In this case, my preparation of any work may be delayed, at the option of the Cedar Creek researchers involved, until their work is completed.

C. Because it may be possible to misinterpret a data set if it is taken out of context, I will seek the assistance and opinion of those Cedar Creek researchers involved in the design of a study and the collection of the data as I analyze the data. Moreover, I realize that this computer data set is not complete, and it may contain errors. The complete data set includes extensive written documentation, which should be referenced to reduce the chance of errors in data and errors of interpretation.

_________________________________________________________________________


"","Exp","Year","Month","Plot","NumSp","SpNum","AbvBioAnnProd","noh020tot","Field","FieldPlot"
"1154",120,2001,8,301,16,17,289.185,0.17925,1,"1 301"
"1322",120,2002,8,301,16,17,351.167,0.0918,1,"1 301"
"1490",120,2003,8,301,16,17,345.721,NA,1,"1 301"
"1658",120,2004,8,301,16,17,328.334,NA,1,"1 301"
"1826",120,2005,8,301,16,17,378.63,NA,1,"1 301"
"16061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",120,1996,8,302,4,5,10.359,0.5208,1,"1 302"
"315",120,1997,8,302,4,5,299.8,0.4302,1,"1 302"
"483",120,1998,8,302,4,5,596.975,0.074,1,"1 302"
"651",120,1999,8,302,4,5,353.158,0.289,1,"1 302"
"819",120,2000,8,302,4,5,355.171,0.0771,1,"1 302"
"11551",120,2001,8,302,4,5,322.704,0.1158,1,"1 302"
"1323",120,2002,8,302,4,5,499.361,0.143,1,"1 302"
"1491",120,2003,8,302,4,5,378.522,NA,1,"1 302"
"1659",120,2004,8,302,4,5,528.496,NA,1,"1 302"
"1827",120,2005,8,302,4,5,316.247,NA,1,"1 302"
"16171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",120,1996,8,303,8,10,94.158,0.3666,1,"1 303"
"316",120,1997,8,303,8,10,313.267,0.4106,1,"1 303"
"4841",120,1998,8,303,8,10,395.475,0.1067,1,"1 303"
"652",120,1999,8,303,8,10,281.225,0.0151,1,"1 303"
"820",120,2000,8,303,8,10,351.392,0.0966,1,"1 303"
"1156",120,2001,8,303,8,10,379.668,0.11185,1,"1 303"
"1324",120,2002,8,303,8,10,403.169,0.0652,1,"1 303"
"1492",120,2003,8,303,8,10,399.979,NA,1,"1 303"
"1660",120,2004,8,303,8,10,384.358,NA,1,"1 303"
"1828",120,2005,8,303,8,10,281.067,NA,1,"1 303"
"16281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",120,1996,8,304,2,2,82.267,0.4271,1,"1 304"
"317",120,1997,8,304,2,2,129.242,0.29,1,"1 304"
"485",120,1998,8,304,2,2,144.592,0.0933,1,"1 304"
"653",120,1999,8,304,2,2,48.1492,0.2154,1,"1 304"
"821",120,2000,8,304,2,2,107.379,0.1035,1,"1 304"
"1157",120,2001,8,304,2,2,117.234,0.24955,1,"1 304"
"1325",120,2002,8,304,2,2,117.696,0.0758,1,"1 304"
"1493",120,2003,8,304,2,2,115.971,NA,1,"1 304"
"1661",120,2004,8,304,2,2,98.6833,NA,1,"1 304"
"1829",120,2005,8,304,2,2,54.488,NA,1,"1 304"
"16391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",120,1996,8,307,8,9,130.525,0.3043,1,"1 307"
"318",120,1997,8,307,8,9,169.758,0.1881,1,"1 307"
"486",120,1998,8,307,8,9,351.292,0.037,1,"1 307"
"654",120,1999,8,307,8,9,270.533,0.184,1,"1 307"
"822",120,2000,8,307,8,9,314.483,0.1024,1,"1 307"
"1158",120,2001,8,307,8,9,364.779,0.35255,1,"1 307"
"1326",120,2002,8,307,8,9,597.817,0.2259,1,"1 307"
"1494",120,2003,8,307,8,9,440.579,NA,1,"1 307"
"1662",120,2004,8,307,8,9,386.04,NA,1,"1 307"
"1830",120,2005,8,307,8,9,305.97,NA,1,"1 307"
"16501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",120,1996,8,308,1,1,18.192,0.6817,1,"1 308"
"3191",120,1997,8,308,1,1,23.3,0.6843,1,"1 308"
"487",120,1998,8,308,1,1,43.05,0.363,1,"1 308"
"655",120,1999,8,308,1,1,75.4333,0.3713,1,"1 308"
"823",120,2000,8,308,1,1,62.9083,0.3074,1,"1 308"
"1159",120,2001,8,308,1,1,101.984,0.18375,1,"1 308"
"1327",120,2002,8,308,1,1,119.613,0.1612,1,"1 308"
"1495",120,2003,8,308,1,1,107.112,NA,1,"1 308"
"1663",120,2004,8,308,1,1,89.8227,NA,1,"1 308"
"1831",120,2005,8,308,1,1,51.831,NA,1,"1 308"
"16611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",120,1996,8,311,2,2,148.625,0.298,1,"1 311"
"320",120,1997,8,311,2,2,246.942,0.1723,1,"1 311"
"488",120,1998,8,311,2,2,240.2,0.0342,1,"1 311"
"656",120,1999,8,311,2,2,179.3,0.1298,1,"1 311"
"824",120,2000,8,311,2,2,254.862,0.12005,1,"1 311"
"1160",120,2001,8,311,2,2,172.369,0.0915,1,"1 311"
"1328",120,2002,8,311,2,2,282.296,0.0149,1,"1 311"
"14961",120,2003,8,311,2,2,153.903,NA,1,"1 311"
"1664",120,2004,8,311,2,2,136.596,NA,1,"1 311"
"1832",120,2005,8,311,2,2,147.733,NA,1,"1 311"
"1672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",120,1996,8,313,8,9,101.25,0.1855,1,"1 313"
"321",120,1997,8,313,8,9,112.558,0.1832,1,"1 313"
"489",120,1998,8,313,8,9,155.292,0.1758,1,"1 313"
"657",120,1999,8,313,8,9,275.317,0.2889,1,"1 313"
"8251",120,2000,8,313,8,9,207.796,0.0665,1,"1 313"
"1161",120,2001,8,313,8,9,336.354,0.17855,1,"1 313"
"1329",120,2002,8,313,8,9,340.096,0.1498,1,"1 313"
"1497",120,2003,8,313,8,9,324.534,NA,1,"1 313"
"1665",120,2004,8,313,8,9,457.09,NA,1,"1 313"
"1833",120,2005,8,313,8,9,325.153,NA,1,"1 313"
"16831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15410",120,1996,8,318,16,17,104.758,0.1966,1,"1 318"
"322",120,1997,8,318,16,17,244.192,0.1057,1,"1 318"
"490",120,1998,8,318,16,17,348.733,0.1783,1,"1 318"
"658",120,1999,8,318,16,17,276.17,0.179,1,"1 318"
"826",120,2000,8,318,16,17,340.533,0.0785,1,"1 318"
"1162",120,2001,8,318,16,17,235.083,0.27625,1,"1 318"
"1330",120,2002,8,318,16,17,397.487,0.0918,1,"1 318"
"1498",120,2003,8,318,16,17,397.426,NA,1,"1 318"
"1666",120,2004,8,318,16,17,323.899,NA,1,"1 318"
"1834",120,2005,8,318,16,17,368.929,NA,1,"1 318"
"16941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",120,1996,8,322,2,2,139.208,0.2313,1,"1 322"
"323",120,1997,8,322,2,2,122.592,0.3158,1,"1 322"
"491",120,1998,8,322,2,2,199.3,0.0283,1,"1 322"
"659",120,1999,8,322,2,2,117.742,0.0377,1,"1 322"
"827",120,2000,8,322,2,2,134.056,0.1565,1,"1 322"
"1163",120,2001,8,322,2,2,83.2415,0.1551,1,"1 322"
"13311",120,2002,8,322,2,2,96.6125,0.0886,1,"1 322"
"1499",120,2003,8,322,2,2,60.975,NA,1,"1 322"
"1667",120,2004,8,322,2,2,59.1555,NA,1,"1 322"
"1835",120,2005,8,322,2,2,60.365,NA,1,"1 322"
"17051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",120,1996,8,324,2,2,74.942,0.2922,1,"1 324"
"324",120,1997,8,324,2,2,78.3585,0.3806,1,"1 324"
"492",120,1998,8,324,2,2,115.15,0.2227,1,"1 324"
"6601",120,1999,8,324,2,2,68.4392,0.3679,1,"1 324"
"828",120,2000,8,324,2,2,91.8416,0.1337,1,"1 324"
"1164",120,2001,8,324,2,2,104.705,0.26095,1,"1 324"
"1332",120,2002,8,324,2,2,73.9038,0.1533,1,"1 324"
"1500",120,2003,8,324,2,2,76.325,NA,1,"1 324"
"1668",120,2004,8,324,2,2,60.152,NA,1,"1 324"
"1836",120,2005,8,324,2,2,36.812,NA,1,"1 324"
"17161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",120,1996,8,325,4,5,82.041,0.3114,1,"1 325"
"325",120,1997,8,325,4,5,210.525,0.0743,1,"1 325"
"493",120,1998,8,325,4,5,365.058,0.0972,1,"1 325"
"661",120,1999,8,325,4,5,162.886,0.1359,1,"1 325"
"829",120,2000,8,325,4,5,232.142,0.0866,1,"1 325"
"1165",120,2001,8,325,4,5,198.762,0.17115,1,"1 325"
"1333",120,2002,8,325,4,5,220.908,0.0843,1,"1 325"
"1501",120,2003,8,325,4,5,223.754,NA,1,"1 325"
"1669",120,2004,8,325,4,5,156.237,NA,1,"1 325"
"1837",120,2005,8,325,4,5,189.654,NA,1,"1 325"
"17271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",120,1996,8,328,16,17,130.108,0.2814,1,"1 328"
"326",120,1997,8,328,16,17,451.483,0.0856,1,"1 328"
"494",120,1998,8,328,16,17,292.042,0.0779,1,"1 328"
"662",120,1999,8,328,16,17,318.648,0.2391,1,"1 328"
"830",120,2000,8,328,16,17,421.45,0.1841,1,"1 328"
"11661",120,2001,8,328,16,17,253.492,0.2075,1,"1 328"
"1334",120,2002,8,328,16,17,505.404,0.1769,1,"1 328"
"1502",120,2003,8,328,16,17,559.305,NA,1,"1 328"
"1670",120,2004,8,328,16,17,430.758,NA,1,"1 328"
"1838",120,2005,8,328,16,17,449.758,NA,1,"1 328"
"17381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",120,1996,8,329,16,17,199.4,0.3141,1,"1 329"
"327",120,1997,8,329,16,17,190.134,0.165,1,"1 329"
"4951",120,1998,8,329,16,17,292.025,0.2268,1,"1 329"
"663",120,1999,8,329,16,17,219.857,0.0334,1,"1 329"
"831",120,2000,8,329,16,17,353.508,0.0937,1,"1 329"
"1167",120,2001,8,329,16,17,343.558,0.33195,1,"1 329"
"1335",120,2002,8,329,16,17,344.088,0.1806,1,"1 329"
"1503",120,2003,8,329,16,17,413.161,NA,1,"1 329"
"1671",120,2004,8,329,16,17,318.264,NA,1,"1 329"
"1839",120,2005,8,329,16,17,307.498,NA,1,"1 329"
"17491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",120,1996,8,330,2,2,117.925,0.3781,1,"1 330"
"328",120,1997,8,330,2,2,136.883,0.2087,1,"1 330"
"496",120,1998,8,330,2,2,150.333,0.0526,1,"1 330"
"664",120,1999,8,330,2,2,131.9,0.0432,1,"1 330"
"832",120,2000,8,330,2,2,144.375,0.1051,1,"1 330"
"1168",120,2001,8,330,2,2,99.6042,0.12305,1,"1 330"
"1336",120,2002,8,330,2,2,140.339,0.0348,1,"1 330"
"1504",120,2003,8,330,2,2,72.9253,NA,1,"1 330"
"16721",120,2004,8,330,2,2,119.783,NA,1,"1 330"
"1840",120,2005,8,330,2,2,105.092,NA,1,"1 330"
"17601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",120,1996,8,331,16,17,105.183,0.2753,1,"1 331"
"329",120,1997,8,331,16,17,160.4,0.1569,1,"1 331"
"497",120,1998,8,331,16,17,274.742,0.0507,1,"1 331"
"665",120,1999,8,331,16,17,359.35,0.0844,1,"1 331"
"833",120,2000,8,331,16,17,402.538,0.0795,1,"1 331"
"1169",120,2001,8,331,16,17,279.979,0.1907,1,"1 331"
"1337",120,2002,8,331,16,17,413.425,0.1013,1,"1 331"
"1505",120,2003,8,331,16,17,399.331,NA,1,"1 331"
"1673",120,2004,8,331,16,17,320.396,NA,1,"1 331"
"1841",120,2005,8,331,16,17,377.083,NA,1,"1 331"
"17711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",120,1996,8,333,1,1,80.792,0.2875,1,"1 333"
"3301",120,1997,8,333,1,1,86.9835,0.0417,1,"1 333"
"498",120,1998,8,333,1,1,56.0417,0.0879,1,"1 333"
"666",120,1999,8,333,1,1,48.3208,0.0784,1,"1 333"
"834",120,2000,8,333,1,1,40.35,0.0823,1,"1 333"
"1170",120,2001,8,333,1,1,70.7352,0.15805,1,"1 333"
"1338",120,2002,8,333,1,1,60.9057,0,1,"1 333"
"1506",120,2003,8,333,1,1,66.587,NA,1,"1 333"
"1674",120,2004,8,333,1,1,41.3213,NA,1,"1 333"
"1842",120,2005,8,333,1,1,30.208,NA,1,"1 333"
"17821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",120,1996,8,334,2,2,106.808,0.3502,1,"1 334"
"331",120,1997,8,334,2,2,110.675,0.0141,1,"1 334"
"499",120,1998,8,334,2,2,73.15,0.0171,1,"1 334"
"667",120,1999,8,334,2,2,65.4242,0.0095,1,"1 334"
"835",120,2000,8,334,2,2,101.842,0.0272,1,"1 334"
"1171",120,2001,8,334,2,2,64.5275,0.0617,1,"1 334"
"1339",120,2002,8,334,2,2,92.2745,0.0038,1,"1 334"
"15071",120,2003,8,334,2,2,72.0998,NA,1,"1 334"
"1675",120,2004,8,334,2,2,48.7457,NA,1,"1 334"
"1843",120,2005,8,334,2,2,32.025,NA,1,"1 334"
"17931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",120,1996,8,335,2,3,38.533,0.2477,1,"1 335"
"332",120,1997,8,335,2,3,117.667,0.0555,1,"1 335"
"500",120,1998,8,335,2,3,117.033,0.1143,1,"1 335"
"668",120,1999,8,335,2,3,103.983,0.1345,1,"1 335"
"8361",120,2000,8,335,2,3,118.209,0.0756,1,"1 335"
"1172",120,2001,8,335,2,3,108.101,0.15235,1,"1 335"
"1340",120,2002,8,335,2,3,110.038,0.0462,1,"1 335"
"1508",120,2003,8,335,2,3,140.45,NA,1,"1 335"
"1676",120,2004,8,335,2,3,106.542,NA,1,"1 335"
"1844",120,2005,8,335,2,3,90.733,NA,1,"1 335"
"18041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16510",120,1996,8,336,16,17,132.842,0.1696,1,"1 336"
"333",120,1997,8,336,16,17,212.233,0.0629,1,"1 336"
"501",120,1998,8,336,16,17,227.75,0.0207,1,"1 336"
"669",120,1999,8,336,16,17,269.476,0.0088,1,"1 336"
"837",120,2000,8,336,16,17,335.813,0.0352,1,"1 336"
"1173",120,2001,8,336,16,17,307.779,0.0872,1,"1 336"
"1341",120,2002,8,336,16,17,375.437,0.0972,1,"1 336"
"1509",120,2003,8,336,16,17,379.842,NA,1,"1 336"
"1677",120,2004,8,336,16,17,385.506,NA,1,"1 336"
"1845",120,2005,8,336,16,17,421.436,NA,1,"1 336"
"18151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",120,1996,8,338,1,2,45.4,0.319,1,"1 338"
"334",120,1997,8,338,1,2,232.6,0.0878,1,"1 338"
"502",120,1998,8,338,1,2,250.558,0.0468,1,"1 338"
"670",120,1999,8,338,1,2,246.408,0.0114,1,"1 338"
"838",120,2000,8,338,1,2,141.008,0.0855,1,"1 338"
"1174",120,2001,8,338,1,2,134.487,0.096,1,"1 338"
"13421",120,2002,8,338,1,2,169.789,0.0251,1,"1 338"
"1510",120,2003,8,338,1,2,99.8023,NA,1,"1 338"
"1678",120,2004,8,338,1,2,172.171,NA,1,"1 338"
"1846",120,2005,8,338,1,2,113.979,NA,1,"1 338"
"18261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",120,1996,8,339,16,17,152.4,0.3842,1,"1 339"
"335",120,1997,8,339,16,17,279.35,0.1957,1,"1 339"
"503",120,1998,8,339,16,17,356.833,0.0214,1,"1 339"
"6711",120,1999,8,339,16,17,249.533,0.0281,1,"1 339"
"839",120,2000,8,339,16,17,377.308,0.1279,1,"1 339"
"1175",120,2001,8,339,16,17,434.158,0.14955,1,"1 339"
"1343",120,2002,8,339,16,17,502.062,0.0461,1,"1 339"
"1511",120,2003,8,339,16,17,389.675,NA,1,"1 339"
"1679",120,2004,8,339,16,17,369.13,NA,1,"1 339"
"1847",120,2005,8,339,16,17,479.368,NA,1,"1 339"
"18371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",120,1996,8,342,2,3,151.9,0.4636,1,"1 342"
"336",120,1997,8,342,2,3,275.042,0.2193,1,"1 342"
"504",120,1998,8,342,2,3,262.55,0.1354,1,"1 342"
"672",120,1999,8,342,2,3,235.083,0.0784,1,"1 342"
"840",120,2000,8,342,2,3,324.333,0.0709,1,"1 342"
"1176",120,2001,8,342,2,3,479.429,0.1025,1,"1 342"
"1344",120,2002,8,342,2,3,364.446,0.309,1,"1 342"
"1512",120,2003,8,342,2,3,444.468,NA,1,"1 342"
"1680",120,2004,8,342,2,3,403.871,NA,1,"1 342"
"1848",120,2005,8,342,2,3,365.516,NA,1,"1 342"
