Cedar Creek Ecosystem Science Reserve
2660 Fawn Lake Dr. NE
Bethel, MN 55005
Office:  763-434-5131
Fax:  763-434-7361
Data URL: http://cbs-cedarcreek.oit.umn.edu/research/data

Experiment Investigators:

Tilman, David 
_________________________________________________________________________

USER AGREEMENT:  As a condition for access to data provided by researchers of the Cedar Creek LTER, I agree to abide by the following code of ethics.

A. I agree to notify the Cedar Creek LTER scientists who gathered data if I would like to use those data in any publication. I acknowledge that these data were gathered by Cedar Creek scientists because they had already perceived the importance of these data for a variety of scientific and societal issues. I will provide them with formal recognition that, at their discretion, may include co-authorship or acknowledgements on publications.

B. I realize that the researchers who gathered these data may be using them for scientific analyses, papers or publications that are currently planned or in preparation, and that such activities have precedence over any that I might wish to prepare. In this case, my preparation of any work may be delayed, at the option of the Cedar Creek researchers involved, until their work is completed.

C. Because it may be possible to misinterpret a data set if it is taken out of context, I will seek the assistance and opinion of those Cedar Creek researchers involved in the design of a study and the collection of the data as I analyze the data. Moreover, I realize that this computer data set is not complete, and it may contain errors. The complete data set includes extensive written documentation, which should be referenced to reduce the chance of errors in data and errors of interpretation.

_________________________________________________________________________


"index","Exp","Year","OldField","Plot","Transect","YearAb","Agropyron repens","Schizachyrium scoparium","Miscellaneous litter","precipmm","FieldPlot"
"2006 70 4 G",54,2006,"70",4,"G",1955,1.333,0,24.3,251.46,"70 4"
"2007 70 4 G",54,2007,"70",4,"G",1955,0.4,0,6.1,236.22,"70 4"
"2008 70 4 G",54,2008,"70",4,"G",1955,0.27,0,22.82,188.722,"70 4"
"2009 70 4 G",54,2009,"70",4,"G",1955,0,0,33.5,322.326,"70 4"
"2010 70 4 G",54,2010,"70",4,"G",1955,1.1,0,7.63,367.792,"70 4"
"2011 70 4 G",54,2011,"70",4,"G",1955,0,0,11.1,440.69,"70 4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 72 1 Y",54,1988,"72",1,"Y",1927,0,0,315.1,210.312,"72 1"
"1989 72 1 Y",54,1989,"72",1,"Y",1927,1.4,0,164.467,256.54,"72 1"
"1990 72 1 Y",54,1990,"72",1,"Y",1927,1.8,0,184.233,585.47,"72 1"
"1991 72 1 Y",54,1991,"72",1,"Y",1927,0,0,178.867,359.156,"72 1"
"1992 72 1 Y",54,1992,"72",1,"Y",1927,0,0,446.4,297.434,"72 1"
"1993 72 1 Y",54,1993,"72",1,"Y",1927,0,0,293.833,531.876,"72 1"
"1994 72 1 Y",54,1994,"72",1,"Y",1927,0,0,321.333,314.96,"72 1"
"1995 72 1 Y",54,1995,"72",1,"Y",1927,0,0,461.9,440.436,"72 1"
"1996 72 1 Y",54,1996,"72",1,"Y",1927,0,0,332.2,325.628,"72 1"
"1997 72 1 Y",54,1997,"72",1,"Y",1927,0,0,275.5,408.178,"72 1"
"1998 72 1 Y",54,1998,"72",1,"Y",1927,0,0,210.867,263.144,"72 1"
"1999 72 1 Y",54,1999,"72",1,"Y",1927,0,0,149.833,369.062,"72 1"
"2000 72 1 Y",54,2000,"72",1,"Y",1927,0,0,372.967,255.016,"72 1"
"2001 72 1 Y",54,2001,"72",1,"Y",1927,0,5.8,222.567,248.92,"72 1"
"2002 72 1 Y",54,2002,"72",1,"Y",1927,0,0,225.5,439.42,"72 1"
"2003 72 1 Y",54,2003,"72",1,"Y",1927,0,0.8333,270.8,229.616,"72 1"
"2004 72 1 Y",54,2004,"72",1,"Y",1927,0,0,183.6,239.014,"72 1"
"2005 72 1 Y",54,2005,"72",1,"Y",1927,0,0,123.567,285.242,"72 1"
"2006 72 1 Y",54,2006,"72",1,"Y",1927,0,0,172.567,251.46,"72 1"
"2007 72 1 Y",54,2007,"72",1,"Y",1927,0,0,474.93,236.22,"72 1"
"2008 72 1 Y",54,2008,"72",1,"Y",1927,0,0,136.85,188.722,"72 1"
"2009 72 1 Y",54,2009,"72",1,"Y",1927,0,0,54.97,322.326,"72 1"
"2010 72 1 Y",54,2010,"72",1,"Y",1927,0,0,28.03,367.792,"72 1"
"2011 72 1 Y",54,2011,"72",1,"Y",1927,0,0,44.57,440.69,"72 1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 72 2 W",54,1988,"72",2,"W",1927,0,0,232.767,210.312,"72 2"
"1989 72 2 W",54,1989,"72",2,"W",1927,0,0.1,300.033,256.54,"72 2"
"1990 72 2 W",54,1990,"72",2,"W",1927,0,0,139.133,585.47,"72 2"
"1991 72 2 W",54,1991,"72",2,"W",1927,0,0,219.1,359.156,"72 2"
"1992 72 2 W",54,1992,"72",2,"W",1927,0,0,242.733,297.434,"72 2"
"1993 72 2 W",54,1993,"72",2,"W",1927,0,0,242.7,531.876,"72 2"
"1994 72 2 W",54,1994,"72",2,"W",1927,0,13.113,417.333,314.96,"72 2"
"1995 72 2 W",54,1995,"72",2,"W",1927,0,0,466.3,440.436,"72 2"
"1996 72 2 W",54,1996,"72",2,"W",1927,0,0.447,246.667,325.628,"72 2"
"1997 72 2 W",54,1997,"72",2,"W",1927,0,0,387.8,408.178,"72 2"
"1998 72 2 W",54,1998,"72",2,"W",1927,0,0,162.867,263.144,"72 2"
"1999 72 2 W",54,1999,"72",2,"W",1927,0.12,0,185.167,369.062,"72 2"
"2000 72 2 W",54,2000,"72",2,"W",1927,0,0,59.133,255.016,"72 2"
"2001 72 2 W",54,2001,"72",2,"W",1927,0,0,274.367,248.92,"72 2"
"2002 72 2 W",54,2002,"72",2,"W",1927,0,0,143.433,439.42,"72 2"
"2003 72 2 W",54,2003,"72",2,"W",1927,0,0,172.567,229.616,"72 2"
"2004 72 2 W",54,2004,"72",2,"W",1927,0,0,111.8,239.014,"72 2"
"2005 72 2 W",54,2005,"72",2,"W",1927,0,0,32,285.242,"72 2"
"2006 72 2 W",54,2006,"72",2,"W",1927,0,0,60.267,251.46,"72 2"
"2007 72 2 W",54,2007,"72",2,"W",1927,0,0,129.33,236.22,"72 2"
"2008 72 2 W",54,2008,"72",2,"W",1927,0,0,35.3,188.722,"72 2"
"2009 72 2 W",54,2009,"72",2,"W",1927,0,7.73,39.6,322.326,"72 2"
"2010 72 2 W",54,2010,"72",2,"W",1927,0,1.37,46.57,367.792,"72 2"
"2011 72 2 W",54,2011,"72",2,"W",1927,0,0,16.37,440.69,"72 2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 72 3 R",54,1988,"72",3,"R",1927,0,0,228,210.312,"72 3"
"1989 72 3 R",54,1989,"72",3,"R",1927,0,0,284.533,256.54,"72 3"
"1990 72 3 R",54,1990,"72",3,"R",1927,0,0,151.2,585.47,"72 3"
"1991 72 3 R",54,1991,"72",3,"R",1927,0,0,122.333,359.156,"72 3"
"1992 72 3 R",54,1992,"72",3,"R",1927,0,0,52.667,297.434,"72 3"
"1993 72 3 R",54,1993,"72",3,"R",1927,0,0,165.533,531.876,"72 3"
"1994 72 3 R",54,1994,"72",3,"R",1927,0,0,195.133,314.96,"72 3"
"1995 72 3 R",54,1995,"72",3,"R",1927,0.315,0,323.033,440.436,"72 3"
"1996 72 3 R",54,1996,"72",3,"R",1927,0,0,138.6,325.628,"72 3"
"1997 72 3 R",54,1997,"72",3,"R",1927,0,0,218.133,408.178,"72 3"
"1998 72 3 R",54,1998,"72",3,"R",1927,0,0,262.833,263.144,"72 3"
"1999 72 3 R",54,1999,"72",3,"R",1927,0,0,228.5,369.062,"72 3"
"2000 72 3 R",54,2000,"72",3,"R",1927,0,0,259.233,255.016,"72 3"
"2001 72 3 R",54,2001,"72",3,"R",1927,0,0,78.2,248.92,"72 3"
"2002 72 3 R",54,2002,"72",3,"R",1927,0,0,135.5,439.42,"72 3"
"2003 72 3 R",54,2003,"72",3,"R",1927,0,0,116.433,229.616,"72 3"
"2004 72 3 R",54,2004,"72",3,"R",1927,0,0,119.6,239.014,"72 3"
"2005 72 3 R",54,2005,"72",3,"R",1927,0,10.4,103.2,285.242,"72 3"
"2006 72 3 R",54,2006,"72",3,"R",1927,0,0,119.033,251.46,"72 3"
"2007 72 3 R",54,2007,"72",3,"R",1927,0,0,6.5,236.22,"72 3"
"2008 72 3 R",54,2008,"72",3,"R",1927,0,0,36.67,188.722,"72 3"
"2009 72 3 R",54,2009,"72",3,"R",1927,0,0,108.83,322.326,"72 3"
"2010 72 3 R",54,2010,"72",3,"R",1927,0,0,4.73,367.792,"72 3"
"2011 72 3 R",54,2011,"72",3,"R",1927,0,0,49.8,440.69,"72 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 72 4 G",54,1988,"72",4,"G",1927,0,0.067,416.067,210.312,"72 4"
"1989 72 4 G",54,1989,"72",4,"G",1927,0,0,409.967,256.54,"72 4"
"1990 72 4 G",54,1990,"72",4,"G",1927,0,0,519.333,585.47,"72 4"
"1991 72 4 G",54,1991,"72",4,"G",1927,0,0,329.967,359.156,"72 4"
"1992 72 4 G",54,1992,"72",4,"G",1927,0,0,406,297.434,"72 4"
"1993 72 4 G",54,1993,"72",4,"G",1927,0,0,243.7,531.876,"72 4"
"1994 72 4 G",54,1994,"72",4,"G",1927,0,0,268.867,314.96,"72 4"
"1995 72 4 G",54,1995,"72",4,"G",1927,0,0,365.467,440.436,"72 4"
"1996 72 4 G",54,1996,"72",4,"G",1927,0,0,334.667,325.628,"72 4"
"1997 72 4 G",54,1997,"72",4,"G",1927,0,0,288.233,408.178,"72 4"
"1998 72 4 G",54,1998,"72",4,"G",1927,0,0,207.6,263.144,"72 4"
"1999 72 4 G",54,1999,"72",4,"G",1927,0,0,296.967,369.062,"72 4"
"2000 72 4 G",54,2000,"72",4,"G",1927,47.533,0,357.267,255.016,"72 4"
"2001 72 4 G",54,2001,"72",4,"G",1927,0,0,505.867,248.92,"72 4"
"2002 72 4 G",54,2002,"72",4,"G",1927,0,0,469.033,439.42,"72 4"
"2003 72 4 G",54,2003,"72",4,"G",1927,0,0,245.7,229.616,"72 4"
"2004 72 4 G",54,2004,"72",4,"G",1927,0,0,133.9,239.014,"72 4"
"2005 72 4 G",54,2005,"72",4,"G",1927,0,0,155.267,285.242,"72 4"
"2006 72 4 G",54,2006,"72",4,"G",1927,0,0,59.5,251.46,"72 4"
"2007 72 4 G",54,2007,"72",4,"G",1927,0,1.8,11.6,236.22,"72 4"
"2008 72 4 G",54,2008,"72",4,"G",1927,0,0,39.8,188.722,"72 4"
"2009 72 4 G",54,2009,"72",4,"G",1927,0,0,166.77,322.326,"72 4"
"2010 72 4 G",54,2010,"72",4,"G",1927,0,0,16.1,367.792,"72 4"
"2011 72 4 G",54,2011,"72",4,"G",1927,0,0,15.67,440.69,"72 4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 77 1 G",54,1988,"77",1,"G",1952,0,0,239.133,210.312,"77 1"
"1989 77 1 G",54,1989,"77",1,"G",1952,0,0,252.4,256.54,"77 1"
"1990 77 1 G",54,1990,"77",1,"G",1952,0,0,152.467,585.47,"77 1"
"1991 77 1 G",54,1991,"77",1,"G",1952,0,0,307.233,359.156,"77 1"
"1992 77 1 G",54,1992,"77",1,"G",1952,0,0,280.1,297.434,"77 1"
"1993 77 1 G",54,1993,"77",1,"G",1952,0,0,202.833,531.876,"77 1"
"1994 77 1 G",54,1994,"77",1,"G",1952,0,0,90.667,314.96,"77 1"
"1995 77 1 G",54,1995,"77",1,"G",1952,0,0,242.8,440.436,"77 1"
"1996 77 1 G",54,1996,"77",1,"G",1952,0,0,289.133,325.628,"77 1"
"1997 77 1 G",54,1997,"77",1,"G",1952,0,0,499.467,408.178,"77 1"
"1998 77 1 G",54,1998,"77",1,"G",1952,0,0.567,342.667,263.144,"77 1"
"1999 77 1 G",54,1999,"77",1,"G",1952,0,0,388.533,369.062,"77 1"
"2000 77 1 G",54,2000,"77",1,"G",1952,0,0,476.7,255.016,"77 1"
"2001 77 1 G",54,2001,"77",1,"G",1952,0,0,475.767,248.92,"77 1"
"2002 77 1 G",54,2002,"77",1,"G",1952,0,0,206.3,439.42,"77 1"
"2003 77 1 G",54,2003,"77",1,"G",1952,0,0,419.233,229.616,"77 1"
"2004 77 1 G",54,2004,"77",1,"G",1952,0,0,299.367,239.014,"77 1"
"2005 77 1 G",54,2005,"77",1,"G",1952,0,0,172.4,285.242,"77 1"
"2006 77 1 G",54,2006,"77",1,"G",1952,0,0,183.5,251.46,"77 1"
"2007 77 1 G",54,2007,"77",1,"G",1952,0,0,370.7,236.22,"77 1"
"2008 77 1 G",54,2008,"77",1,"G",1952,0,0,38.6,188.722,"77 1"
"2009 77 1 G",54,2009,"77",1,"G",1952,0,0,24.37,322.326,"77 1"
"2010 77 1 G",54,2010,"77",1,"G",1952,0,0,49.13,367.792,"77 1"
"2011 77 1 G",54,2011,"77",1,"G",1952,0,0,57.3,440.69,"77 1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 77 2 R",54,1988,"77",2,"R",1952,0,0,371.133,210.312,"77 2"
"1989 77 2 R",54,1989,"77",2,"R",1952,0,0,329.267,256.54,"77 2"
"1990 77 2 R",54,1990,"77",2,"R",1952,0,0,274.133,585.47,"77 2"
"1991 77 2 R",54,1991,"77",2,"R",1952,0,0,499.933,359.156,"77 2"
"1992 77 2 R",54,1992,"77",2,"R",1952,0,0,332.267,297.434,"77 2"
"1993 77 2 R",54,1993,"77",2,"R",1952,0,0,373.1,531.876,"77 2"
"1994 77 2 R",54,1994,"77",2,"R",1952,0,0,236.233,314.96,"77 2"
"1995 77 2 R",54,1995,"77",2,"R",1952,0,0,267.7,440.436,"77 2"
"1996 77 2 R",54,1996,"77",2,"R",1952,0,0,207.6,325.628,"77 2"
"1997 77 2 R",54,1997,"77",2,"R",1952,0,0,327.067,408.178,"77 2"
"1998 77 2 R",54,1998,"77",2,"R",1952,0,0.433,284.867,263.144,"77 2"
"1999 77 2 R",54,1999,"77",2,"R",1952,0,0.337,338.333,369.062,"77 2"
"2000 77 2 R",54,2000,"77",2,"R",1952,0,0,233.867,255.016,"77 2"
"2001 77 2 R",54,2001,"77",2,"R",1952,0,0,358.267,248.92,"77 2"
"2002 77 2 R",54,2002,"77",2,"R",1952,0,0,150.3,439.42,"77 2"
"2003 77 2 R",54,2003,"77",2,"R",1952,0,0.5667,240.867,229.616,"77 2"
"2004 77 2 R",54,2004,"77",2,"R",1952,0,0,98.1333,239.014,"77 2"
"2005 77 2 R",54,2005,"77",2,"R",1952,0,0.24,280.1,285.242,"77 2"
"2006 77 2 R",54,2006,"77",2,"R",1952,0,0,270.433,251.46,"77 2"
"2007 77 2 R",54,2007,"77",2,"R",1952,0,0,115.27,236.22,"77 2"
"2008 77 2 R",54,2008,"77",2,"R",1952,0,0,65.13,188.722,"77 2"
"2009 77 2 R",54,2009,"77",2,"R",1952,0,0,192.3,322.326,"77 2"
"2010 77 2 R",54,2010,"77",2,"R",1952,0,5.53,19.17,367.792,"77 2"
"2011 77 2 R",54,2011,"77",2,"R",1952,0,0,76.53,440.69,"77 2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 77 3 W",54,1988,"77",3,"W",1952,10.4,0,320.967,210.312,"77 3"
"1989 77 3 W",54,1989,"77",3,"W",1952,19.833,0,284.6,256.54,"77 3"
"1990 77 3 W",54,1990,"77",3,"W",1952,21.233,0,129.667,585.47,"77 3"
"1991 77 3 W",54,1991,"77",3,"W",1952,25.367,0.467,286.333,359.156,"77 3"
"1992 77 3 W",54,1992,"77",3,"W",1952,14.153,0,240.467,297.434,"77 3"
"1993 77 3 W",54,1993,"77",3,"W",1952,10.5,10.833,154.867,531.876,"77 3"
"1994 77 3 W",54,1994,"77",3,"W",1952,13.287,0,134.833,314.96,"77 3"
"1995 77 3 W",54,1995,"77",3,"W",1952,21.467,50.967,233.867,440.436,"77 3"
"1996 77 3 W",54,1996,"77",3,"W",1952,18.933,0,236.667,325.628,"77 3"
"1997 77 3 W",54,1997,"77",3,"W",1952,9.1,0,466.167,408.178,"77 3"
"1998 77 3 W",54,1998,"77",3,"W",1952,0,0.133,325.1,263.144,"77 3"
"1999 77 3 W",54,1999,"77",3,"W",1952,7.767,0,324,369.062,"77 3"
"2000 77 3 W",54,2000,"77",3,"W",1952,5.667,0.033,122,255.016,"77 3"
"2001 77 3 W",54,2001,"77",3,"W",1952,1.333,0,279.8,248.92,"77 3"
"2002 77 3 W",54,2002,"77",3,"W",1952,2.227,16.567,306.2,439.42,"77 3"
"2003 77 3 W",54,2003,"77",3,"W",1952,1.2667,0,283.067,229.616,"77 3"
"2004 77 3 W",54,2004,"77",3,"W",1952,1.99333,0,327.133,239.014,"77 3"
"2005 77 3 W",54,2005,"77",3,"W",1952,0.62,30.667,204.6,285.242,"77 3"
"2006 77 3 W",54,2006,"77",3,"W",1952,3.667,3.533,190.067,251.46,"77 3"
"2007 77 3 W",54,2007,"77",3,"W",1952,4,38.17,386.47,236.22,"77 3"
"2008 77 3 W",54,2008,"77",3,"W",1952,3.9,0,9.23,188.722,"77 3"
"2009 77 3 W",54,2009,"77",3,"W",1952,0.13,12.2,73.3,322.326,"77 3"
"2010 77 3 W",54,2010,"77",3,"W",1952,1.3,5.03,6.63,367.792,"77 3"
"2011 77 3 W",54,2011,"77",3,"W",1952,0.67,20.8,10.73,440.69,"77 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 77 4 Y",54,1988,"77",4,"Y",1952,2.633,0,318,210.312,"77 4"
"1989 77 4 Y",54,1989,"77",4,"Y",1952,19.067,0.133,339.767,256.54,"77 4"
"1990 77 4 Y",54,1990,"77",4,"Y",1952,17.8,0,219.533,585.47,"77 4"
"1991 77 4 Y",54,1991,"77",4,"Y",1952,27.233,0.1,1043.43,359.156,"77 4"
"1992 77 4 Y",54,1992,"77",4,"Y",1952,7.967,0,335.8,297.434,"77 4"
"1993 77 4 Y",54,1993,"77",4,"Y",1952,2.667,0.967,235.033,531.876,"77 4"
"1994 77 4 Y",54,1994,"77",4,"Y",1952,0.277,0.047,150.7,314.96,"77 4"
"1995 77 4 Y",54,1995,"77",4,"Y",1952,14.3,0,159.3,440.436,"77 4"
"1996 77 4 Y",54,1996,"77",4,"Y",1952,37.3,0.367,201.033,325.628,"77 4"
"1997 77 4 Y",54,1997,"77",4,"Y",1952,0,0,456.933,408.178,"77 4"
"1998 77 4 Y",54,1998,"77",4,"Y",1952,0.067,0,346.933,263.144,"77 4"
"1999 77 4 Y",54,1999,"77",4,"Y",1952,0.42,0,467.467,369.062,"77 4"
"2000 77 4 Y",54,2000,"77",4,"Y",1952,0,0,309.433,255.016,"77 4"
"2001 77 4 Y",54,2001,"77",4,"Y",1952,0.233,0,223.6,248.92,"77 4"
"2002 77 4 Y",54,2002,"77",4,"Y",1952,0,0,269.867,439.42,"77 4"
"2003 77 4 Y",54,2003,"77",4,"Y",1952,0,0,289.867,229.616,"77 4"
"2004 77 4 Y",54,2004,"77",4,"Y",1952,0.18667,0,328.937,239.014,"77 4"
"2005 77 4 Y",54,2005,"77",4,"Y",1952,12.867,0,126.533,285.242,"77 4"
"2006 77 4 Y",54,2006,"77",4,"Y",1952,0,0,232.767,251.46,"77 4"
"2007 77 4 Y",54,2007,"77",4,"Y",1952,12.2,0,340.93,236.22,"77 4"
"2008 77 4 Y",54,2008,"77",4,"Y",1952,1.78,0,4.85,188.722,"77 4"
"2009 77 4 Y",54,2009,"77",4,"Y",1952,0.33,0,67.33,322.326,"77 4"
"2010 77 4 Y",54,2010,"77",4,"Y",1952,0,0,13.4,367.792,"77 4"
"2011 77 4 Y",54,2011,"77",4,"Y",1952,0,0,0,440.69,"77 4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009 Ls 2 2",54,2009,"Ls",2,"2",1987,0,0,0,322.326,"Ls 2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 LS 1 1",54,1988,"LS",1,"1",1987,0,0,0,210.312,"LS 1"
"1989 LS 1 1",54,1989,"LS",1,"1",1987,0,0,10.567,256.54,"LS 1"
"1990 LS 1 1",54,1990,"LS",1,"1",1987,0,0,26.833,585.47,"LS 1"
"1991 LS 1 1",54,1991,"LS",1,"1",1987,0,0,29.667,359.156,"LS 1"
"1992 LS 1 1",54,1992,"LS",1,"1",1987,0,0,11.75,297.434,"LS 1"
"1993 LS 1 1",54,1993,"LS",1,"1",1987,0,0,11.533,531.876,"LS 1"
"1994 LS 1 1",54,1994,"LS",1,"1",1987,0,0,38.467,314.96,"LS 1"
"1995 LS 1 1",54,1995,"LS",1,"1",1987,0,0,74.6,440.436,"LS 1"
"1996 LS 1 1",54,1996,"LS",1,"1",1987,0,0,18.467,325.628,"LS 1"
"1997 LS 1 1",54,1997,"LS",1,"1",1987,26.167,0,106.633,408.178,"LS 1"
"1998 LS 1 1",54,1998,"LS",1,"1",1987,0,0,24.2,263.144,"LS 1"
"1999 LS 1 1",54,1999,"LS",1,"1",1987,0,0,24.667,369.062,"LS 1"
"2000 LS 1 1",54,2000,"LS",1,"1",1987,0,0,34.2,255.016,"LS 1"
"2001 LS 1 1",54,2001,"LS",1,"1",1987,0,0,0,248.92,"LS 1"
"2002 LS 1 1",54,2002,"LS",1,"1",1987,0,0,160.333,439.42,"LS 1"
"2003 LS 1 1",54,2003,"LS",1,"1",1987,0,0,37.6667,229.616,"LS 1"
"2004 LS 1 1",54,2004,"LS",1,"1",1987,0,0,29.2667,239.014,"LS 1"
"2005 LS 1 1",54,2005,"LS",1,"1",1987,0,0,58.2,285.242,"LS 1"
"2006 LS 1 1",54,2006,"LS",1,"1",1987,0,0,18,251.46,"LS 1"
"2007 LS 1 1",54,2007,"LS",1,"1",1987,26.9,0,146.3,236.22,"LS 1"
"2008 LS 1 1",54,2008,"LS",1,"1",1987,0,0.03,6.13,188.722,"LS 1"
"2009 LS 1 1",54,2009,"LS",1,"1",1987,0,0,21.17,322.326,"LS 1"
"2010 LS 1 1",54,2010,"LS",1,"1",1987,0,0,37.67,367.792,"LS 1"
"2011 LS 1 1",54,2011,"LS",1,"1",1987,0,0,8.73,440.69,"LS 1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 LS 2 2",54,1988,"LS",2,"2",1987,4.767,0,0.533,210.312,"LS 2"
"1989 LS 2 2",54,1989,"LS",2,"2",1987,6.107,0,29.003,256.54,"LS 2"
"1990 LS 2 2",54,1990,"LS",2,"2",1987,0.097,0,151.733,585.47,"LS 2"
"1991 LS 2 2",54,1991,"LS",2,"2",1987,11.467,0,118.267,359.156,"LS 2"
"1992 LS 2 2",54,1992,"LS",2,"2",1987,11.243,0,87.5,297.434,"LS 2"
"1993 LS 2 2",54,1993,"LS",2,"2",1987,5.933,0,76.467,531.876,"LS 2"
"1994 LS 2 2",54,1994,"LS",2,"2",1987,7.2,0,137.467,314.96,"LS 2"
"1995 LS 2 2",54,1995,"LS",2,"2",1987,5.3,0,59.3,440.436,"LS 2"
"1996 LS 2 2",54,1996,"LS",2,"2",1987,5.967,0,49.767,325.628,"LS 2"
"1997 LS 2 2",54,1997,"LS",2,"2",1987,7.167,0,28.867,408.178,"LS 2"
"1998 LS 2 2",54,1998,"LS",2,"2",1987,0,0.08,26,263.144,"LS 2"
"1999 LS 2 2",54,1999,"LS",2,"2",1987,1.233,0,141.9,369.062,"LS 2"
"2000 LS 2 2",54,2000,"LS",2,"2",1987,0.767,0,26.3,255.016,"LS 2"
"2001 LS 2 2",54,2001,"LS",2,"2",1987,0,0,0.067,248.92,"LS 2"
"2002 LS 2 2",54,2002,"LS",2,"2",1987,0,0,101.333,439.42,"LS 2"
"2003 LS 2 2",54,2003,"LS",2,"2",1987,0,0,180.867,229.616,"LS 2"
"2004 LS 2 2",54,2004,"LS",2,"2",1987,0,0,192.1,239.014,"LS 2"
"2005 LS 2 2",54,2005,"LS",2,"2",1987,0,0,165.033,285.242,"LS 2"
"2006 LS 2 2",54,2006,"LS",2,"2",1987,0,0,67.1,251.46,"LS 2"
"2007 LS 2 2",54,2007,"LS",2,"2",1987,0,0,107.47,236.22,"LS 2"
"2008 LS 2 2",54,2008,"LS",2,"2",1987,2.1,0,50.53,188.722,"LS 2"
"2009 LS 2 2",54,2009,"LS",2,"2",1987,0,0,190.93,322.326,"LS 2"
"2010 LS 2 2",54,2010,"LS",2,"2",1987,0,0,46.97,367.792,"LS 2"
"2011 LS 2 2",54,2011,"LS",2,"2",1987,2.63,0,12.4,440.69,"LS 2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 LS 3 3",54,1988,"LS",3,"3",1987,0,0,0,210.312,"LS 3"
"1989 LS 3 3",54,1989,"LS",3,"3",1987,0,0,39.79,256.54,"LS 3"
"1990 LS 3 3",54,1990,"LS",3,"3",1987,0,0,104.273,585.47,"LS 3"
"1991 LS 3 3",54,1991,"LS",3,"3",1987,0,0,93.033,359.156,"LS 3"
"1992 LS 3 3",54,1992,"LS",3,"3",1987,0,0,42.26,297.434,"LS 3"
"1993 LS 3 3",54,1993,"LS",3,"3",1987,0,0,24.667,531.876,"LS 3"
"1994 LS 3 3",54,1994,"LS",3,"3",1987,0,0,32.127,314.96,"LS 3"
"1995 LS 3 3",54,1995,"LS",3,"3",1987,2.184,0,21.133,440.436,"LS 3"
"1996 LS 3 3",54,1996,"LS",3,"3",1987,0,0,9.133,325.628,"LS 3"
"1997 LS 3 3",54,1997,"LS",3,"3",1987,0.567,0,27.067,408.178,"LS 3"
"1998 LS 3 3",54,1998,"LS",3,"3",1987,20.9,0,60.8,263.144,"LS 3"
"1999 LS 3 3",54,1999,"LS",3,"3",1987,11.267,0,19.3,369.062,"LS 3"
"2000 LS 3 3",54,2000,"LS",3,"3",1987,14.267,0.033,31.967,255.016,"LS 3"
"2001 LS 3 3",54,2001,"LS",3,"3",1987,4.367,0,40.1,248.92,"LS 3"
"2002 LS 3 3",54,2002,"LS",3,"3",1987,15.7,0,63.133,439.42,"LS 3"
"2003 LS 3 3",54,2003,"LS",3,"3",1987,14.2667,0,157,229.616,"LS 3"
"2004 LS 3 3",54,2004,"LS",3,"3",1987,9.8,0,81.1,239.014,"LS 3"
"2005 LS 3 3",54,2005,"LS",3,"3",1987,16.633,0,50.233,285.242,"LS 3"
"2006 LS 3 3",54,2006,"LS",3,"3",1987,3.7,0,41.233,251.46,"LS 3"
"2007 LS 3 3",54,2007,"LS",3,"3",1987,0,0,32.93,236.22,"LS 3"
"2008 LS 3 3",54,2008,"LS",3,"3",1987,0,0,115.35,188.722,"LS 3"
"2009 LS 3 3",54,2009,"LS",3,"3",1987,1.73,0,40.03,322.326,"LS 3"
"2010 LS 3 3",54,2010,"LS",3,"3",1987,5.67,0,88.67,367.792,"LS 3"
"2011 LS 3 3",54,2011,"LS",3,"3",1987,0,0,75.77,440.69,"LS 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988 LS 4 4",54,1988,"LS",4,"4",1987,0,0,0.5,210.312,"LS 4"
"1989 LS 4 4",54,1989,"LS",4,"4",1987,12.827,0,203.133,256.54,"LS 4"
"1990 LS 4 4",54,1990,"LS",4,"4",1987,6.5,0,319.233,585.47,"LS 4"
"1991 LS 4 4",54,1991,"LS",4,"4",1987,19.933,0,326.3,359.156,"LS 4"
"1992 LS 4 4",54,1992,"LS",4,"4",1987,74.753,0,441.4,297.434,"LS 4"
"1993 LS 4 4",54,1993,"LS",4,"4",1987,83.7,0,273.733,531.876,"LS 4"
"1994 LS 4 4",54,1994,"LS",4,"4",1987,105.967,0,180.767,314.96,"LS 4"
"1995 LS 4 4",54,1995,"LS",4,"4",1987,130.367,0,269.5,440.436,"LS 4"
