Cedar Creek Ecosystem Science Reserve
2660 Fawn Lake Dr. NE
Bethel, MN 55005
Office:  763-434-5131
Fax:  763-434-7361
Data URL: http://cbs-cedarcreek.oit.umn.edu/research/data

Experiment Investigators:

Tilman, David 
Reich, Peter
Knope, Johannes
Wedin, David
_________________________________________________________________________

USER AGREEMENT:  As a condition for access to data provided by researchers of the Cedar Creek LTER, I agree to abide by the following code of ethics.

A. I agree to notify the Cedar Creek LTER scientists who gathered data if I would like to use those data in any publication. I acknowledge that these data were gathered by Cedar Creek scientists because they had already perceived the importance of these data for a variety of scientific and societal issues. I will provide them with formal recognition that, at their discretion, may include co-authorship or acknowledgements on publications.

B. I realize that the researchers who gathered these data may be using them for scientific analyses, papers or publications that are currently planned or in preparation, and that such activities have precedence over any that I might wish to prepare. In this case, my preparation of any work may be delayed, at the option of the Cedar Creek researchers involved, until their work is completed.

C. Because it may be possible to misinterpret a data set if it is taken out of context, I will seek the assistance and opinion of those Cedar Creek researchers involved in the design of a study and the collection of the data as I analyze the data. Moreover, I realize that this computer data set is not complete, and it may contain errors. The complete data set includes extensive written documentation, which should be referenced to reduce the chance of errors in data and errors of interpretation.

_________________________________________________________________________


"Exp","Year","Month","Plot","NumSp","SpNum","AbvBioAnnProd","noh020tot","insectcount","insectsp","Field","FieldPlot"
120,2001,8,293,8,8,329.056,0.1823,NA,NA,1,"1 293"
120,2002,8,293,8,8,490.356,0.1445,73,33,1,"1 293"
120,2003,8,293,8,8,386.946,NA,48,26,1,"1 293"
120,2004,8,293,8,8,451.569,NA,42,23,1,"1 293"
120,2005,8,293,8,8,300.348,NA,44,23,1,"1 293"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,296,1,1,41.775,0.3781,249,37,1,"1 296"
120,1997,8,296,1,1,39.325,1.2404,39,26,1,"1 296"
120,1998,8,296,1,1,18.3833,0.5997,138,30,1,"1 296"
120,1999,8,296,1,1,97.025,0.2256,340,67,1,"1 296"
120,2000,8,296,1,1,9.93737,0.0963,53,26,1,"1 296"
120,2001,8,296,1,1,468.154,0.2148,NA,NA,1,"1 296"
120,2002,8,296,1,1,156.202,0.0536,26,15,1,"1 296"
120,2003,8,296,1,1,326.061,NA,46,22,1,"1 296"
120,2004,8,296,1,1,457.286,NA,21,15,1,"1 296"
120,2005,8,296,1,1,447.275,NA,15,9,1,"1 296"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,299,16,17,144.95,0.1477,135,41,1,"1 299"
120,1997,8,299,16,17,200.967,0.215,219,92,1,"1 299"
120,1998,8,299,16,17,277.675,0.0205,72,44,1,"1 299"
120,1999,8,299,16,17,368.651,0.0236,NA,2,1,"1 299"
120,2000,8,299,16,17,354.146,0.0421,123,40,1,"1 299"
120,2001,8,299,16,17,320.779,0.5609,NA,NA,1,"1 299"
120,2002,8,299,16,17,394.113,0.0496,82,34,1,"1 299"
120,2003,8,299,16,17,386.313,NA,33,20,1,"1 299"
120,2004,8,299,16,17,442.56,NA,17,13,1,"1 299"
120,2005,8,299,16,17,394.131,NA,49,27,1,"1 299"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,300,2,2,230.958,0.3301,120,40,1,"1 300"
120,1997,8,300,2,2,370.6,0.1524,213,91,1,"1 300"
120,1998,8,300,2,2,495.025,0.0144,134,46,1,"1 300"
120,1999,8,300,2,2,277.275,0.0998,119,43,1,"1 300"
120,2000,8,300,2,2,369.7,0.0728,173,46,1,"1 300"
120,2001,8,300,2,2,314.621,0.4111,NA,NA,1,"1 300"
120,2002,8,300,2,2,423.312,0.0624,100,31,1,"1 300"
120,2003,8,300,2,2,342.354,NA,52,20,1,"1 300"
120,2004,8,300,2,2,426.142,NA,39,18,1,"1 300"
120,2005,8,300,2,2,304.317,NA,40,22,1,"1 300"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,301,16,17,171.55,0.4448,96,35,1,"1 301"
120,1997,8,301,16,17,147.708,0.4687,149,68,1,"1 301"
120,1998,8,301,16,17,212.242,0.0387,91,36,1,"1 301"
120,1999,8,301,16,17,218.933,0.1599,87,34,1,"1 301"
120,2000,8,301,16,17,295.487,0.09,143,53,1,"1 301"
120,2001,8,301,16,17,289.185,0.17925,NA,NA,1,"1 301"
120,2002,8,301,16,17,351.167,0.0918,48,28,1,"1 301"
120,2003,8,301,16,17,345.721,NA,41,21,1,"1 301"
120,2004,8,301,16,17,328.334,NA,32,18,1,"1 301"
120,2005,8,301,16,17,378.63,NA,45,25,1,"1 301"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,302,4,5,10.359,0.5208,111,32,1,"1 302"
120,1997,8,302,4,5,299.8,0.4302,161,53,1,"1 302"
120,1998,8,302,4,5,596.975,0.074,231,55,1,"1 302"
120,1999,8,302,4,5,353.158,0.289,394,65,1,"1 302"
120,2000,8,302,4,5,355.171,0.0771,166,39,1,"1 302"
120,2001,8,302,4,5,322.704,0.1158,NA,NA,1,"1 302"
120,2002,8,302,4,5,499.361,0.143,77,29,1,"1 302"
120,2003,8,302,4,5,378.522,NA,36,20,1,"1 302"
120,2004,8,302,4,5,528.496,NA,44,20,1,"1 302"
120,2005,8,302,4,5,316.247,NA,68,31,1,"1 302"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,303,8,10,94.158,0.3666,164,45,1,"1 303"
120,1997,8,303,8,10,313.267,0.4106,227,85,1,"1 303"
120,1998,8,303,8,10,395.475,0.1067,110,49,1,"1 303"
120,1999,8,303,8,10,281.225,0.0151,185,55,1,"1 303"
120,2000,8,303,8,10,351.392,0.0966,169,53,1,"1 303"
120,2001,8,303,8,10,379.668,0.11185,NA,NA,1,"1 303"
120,2002,8,303,8,10,403.169,0.0652,60,31,1,"1 303"
120,2003,8,303,8,10,399.979,NA,45,25,1,"1 303"
120,2004,8,303,8,10,384.358,NA,48,32,1,"1 303"
120,2005,8,303,8,10,281.067,NA,31,20,1,"1 303"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,304,2,2,82.267,0.4271,124,36,1,"1 304"
120,1997,8,304,2,2,129.242,0.29,139,45,1,"1 304"
120,1998,8,304,2,2,144.592,0.0933,186,50,1,"1 304"
120,1999,8,304,2,2,48.1492,0.2154,89,38,1,"1 304"
120,2000,8,304,2,2,107.379,0.1035,196,50,1,"1 304"
120,2001,8,304,2,2,117.234,0.24955,NA,NA,1,"1 304"
120,2002,8,304,2,2,117.696,0.0758,68,32,1,"1 304"
120,2003,8,304,2,2,115.971,NA,63,20,1,"1 304"
120,2004,8,304,2,2,98.6833,NA,32,17,1,"1 304"
120,2005,8,304,2,2,54.488,NA,23,14,1,"1 304"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,307,8,9,130.525,0.3043,89,39,1,"1 307"
120,1997,8,307,8,9,169.758,0.1881,159,68,1,"1 307"
120,1998,8,307,8,9,351.292,0.037,103,43,1,"1 307"
120,1999,8,307,8,9,270.533,0.184,121,46,1,"1 307"
120,2000,8,307,8,9,314.483,0.1024,155,48,1,"1 307"
120,2001,8,307,8,9,364.779,0.35255,NA,NA,1,"1 307"
120,2002,8,307,8,9,597.817,0.2259,53,30,1,"1 307"
120,2003,8,307,8,9,440.579,NA,83,27,1,"1 307"
120,2004,8,307,8,9,386.04,NA,35,27,1,"1 307"
120,2005,8,307,8,9,305.97,NA,32,13,1,"1 307"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,308,1,1,18.192,0.6817,4,3,1,"1 308"
120,1997,8,308,1,1,23.3,0.6843,116,50,1,"1 308"
120,1998,8,308,1,1,43.05,0.363,179,43,1,"1 308"
120,1999,8,308,1,1,75.4333,0.3713,239,53,1,"1 308"
120,2000,8,308,1,1,62.9083,0.3074,38,19,1,"1 308"
120,2001,8,308,1,1,101.984,0.18375,NA,NA,1,"1 308"
120,2002,8,308,1,1,119.613,0.1612,53,25,1,"1 308"
120,2003,8,308,1,1,107.112,NA,15,10,1,"1 308"
120,2004,8,308,1,1,89.8227,NA,13,8,1,"1 308"
120,2005,8,308,1,1,51.831,NA,42,14,1,"1 308"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,311,2,2,148.625,0.298,104,35,1,"1 311"
120,1997,8,311,2,2,246.942,0.1723,208,79,1,"1 311"
120,1998,8,311,2,2,240.2,0.0342,127,50,1,"1 311"
120,1999,8,311,2,2,179.3,0.1298,158,53,1,"1 311"
120,2000,8,311,2,2,254.862,0.12005,150,49,1,"1 311"
120,2001,8,311,2,2,172.369,0.0915,NA,NA,1,"1 311"
120,2002,8,311,2,2,282.296,0.0149,49,24,1,"1 311"
120,2003,8,311,2,2,153.903,NA,40,15,1,"1 311"
120,2004,8,311,2,2,136.596,NA,31,14,1,"1 311"
120,2005,8,311,2,2,147.733,NA,67,28,1,"1 311"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,313,8,9,101.25,0.1855,114,42,1,"1 313"
120,1997,8,313,8,9,112.558,0.1832,207,79,1,"1 313"
120,1998,8,313,8,9,155.292,0.1758,126,59,1,"1 313"
120,1999,8,313,8,9,275.317,0.2889,116,41,1,"1 313"
120,2000,8,313,8,9,207.796,0.0665,139,44,1,"1 313"
120,2001,8,313,8,9,336.354,0.17855,NA,NA,1,"1 313"
120,2002,8,313,8,9,340.096,0.1498,43,20,1,"1 313"
120,2003,8,313,8,9,324.534,NA,40,27,1,"1 313"
120,2004,8,313,8,9,457.09,NA,41,21,1,"1 313"
120,2005,8,313,8,9,325.153,NA,52,21,1,"1 313"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,318,16,17,104.758,0.1966,184,43,1,"1 318"
120,1997,8,318,16,17,244.192,0.1057,222,75,1,"1 318"
120,1998,8,318,16,17,348.733,0.1783,150,52,1,"1 318"
120,1999,8,318,16,17,276.17,0.179,132,38,1,"1 318"
120,2000,8,318,16,17,340.533,0.0785,196,43,1,"1 318"
120,2001,8,318,16,17,235.083,0.27625,NA,NA,1,"1 318"
120,2002,8,318,16,17,397.487,0.0918,51,26,1,"1 318"
120,2003,8,318,16,17,397.426,NA,38,20,1,"1 318"
120,2004,8,318,16,17,323.899,NA,55,27,1,"1 318"
120,2005,8,318,16,17,368.929,NA,35,23,1,"1 318"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,322,2,2,139.208,0.2313,135,29,1,"1 322"
120,1997,8,322,2,2,122.592,0.3158,145,49,1,"1 322"
120,1998,8,322,2,2,199.3,0.0283,94,22,1,"1 322"
120,1999,8,322,2,2,117.742,0.0377,98,33,1,"1 322"
120,2000,8,322,2,2,134.056,0.1565,88,24,1,"1 322"
120,2001,8,322,2,2,83.2415,0.1551,NA,NA,1,"1 322"
120,2002,8,322,2,2,96.6125,0.0886,28,19,1,"1 322"
120,2003,8,322,2,2,60.975,NA,14,8,1,"1 322"
120,2004,8,322,2,2,59.1555,NA,19,9,1,"1 322"
120,2005,8,322,2,2,60.365,NA,38,16,1,"1 322"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,324,2,2,74.942,0.2922,199,47,1,"1 324"
120,1997,8,324,2,2,78.3585,0.3806,261,92,1,"1 324"
120,1998,8,324,2,2,115.15,0.2227,196,59,1,"1 324"
120,1999,8,324,2,2,68.4392,0.3679,126,41,1,"1 324"
120,2000,8,324,2,2,91.8416,0.1337,81,35,1,"1 324"
120,2001,8,324,2,2,104.705,0.26095,NA,NA,1,"1 324"
120,2002,8,324,2,2,73.9038,0.1533,61,18,1,"1 324"
120,2003,8,324,2,2,76.325,NA,30,16,1,"1 324"
120,2004,8,324,2,2,60.152,NA,28,17,1,"1 324"
120,2005,8,324,2,2,36.812,NA,58,19,1,"1 324"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,325,4,5,82.041,0.3114,161,48,1,"1 325"
120,1997,8,325,4,5,210.525,0.0743,241,89,1,"1 325"
120,1998,8,325,4,5,365.058,0.0972,242,66,1,"1 325"
120,1999,8,325,4,5,162.886,0.1359,225,64,1,"1 325"
120,2000,8,325,4,5,232.142,0.0866,187,58,1,"1 325"
120,2001,8,325,4,5,198.762,0.17115,NA,NA,1,"1 325"
120,2002,8,325,4,5,220.908,0.0843,124,39,1,"1 325"
120,2003,8,325,4,5,223.754,NA,66,21,1,"1 325"
120,2004,8,325,4,5,156.237,NA,36,19,1,"1 325"
120,2005,8,325,4,5,189.654,NA,52,24,1,"1 325"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,328,16,17,130.108,0.2814,190,54,1,"1 328"
120,1997,8,328,16,17,451.483,0.0856,265,101,1,"1 328"
120,1998,8,328,16,17,292.042,0.0779,115,52,1,"1 328"
120,1999,8,328,16,17,318.648,0.2391,189,46,1,"1 328"
120,2000,8,328,16,17,421.45,0.1841,339,64,1,"1 328"
120,2001,8,328,16,17,253.492,0.2075,NA,NA,1,"1 328"
120,2002,8,328,16,17,505.404,0.1769,94,33,1,"1 328"
120,2003,8,328,16,17,559.305,NA,22,14,1,"1 328"
120,2004,8,328,16,17,430.758,NA,38,23,1,"1 328"
120,2005,8,328,16,17,449.758,NA,66,31,1,"1 328"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,329,16,17,199.4,0.3141,106,38,1,"1 329"
120,1997,8,329,16,17,190.134,0.165,212,78,1,"1 329"
120,1998,8,329,16,17,292.025,0.2268,216,64,1,"1 329"
120,1999,8,329,16,17,219.857,0.0334,180,37,1,"1 329"
120,2000,8,329,16,17,353.508,0.0937,350,62,1,"1 329"
120,2001,8,329,16,17,343.558,0.33195,NA,NA,1,"1 329"
120,2002,8,329,16,17,344.088,0.1806,110,32,1,"1 329"
120,2003,8,329,16,17,413.161,NA,86,29,1,"1 329"
120,2004,8,329,16,17,318.264,NA,39,19,1,"1 329"
120,2005,8,329,16,17,307.498,NA,59,20,1,"1 329"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,330,2,2,117.925,0.3781,108,35,1,"1 330"
120,1997,8,330,2,2,136.883,0.2087,141,56,1,"1 330"
120,1998,8,330,2,2,150.333,0.0526,69,37,1,"1 330"
120,1999,8,330,2,2,131.9,0.0432,93,36,1,"1 330"
120,2000,8,330,2,2,144.375,0.1051,94,37,1,"1 330"
120,2001,8,330,2,2,99.6042,0.12305,NA,NA,1,"1 330"
120,2002,8,330,2,2,140.339,0.0348,45,20,1,"1 330"
120,2003,8,330,2,2,72.9253,NA,13,12,1,"1 330"
120,2004,8,330,2,2,119.783,NA,12,8,1,"1 330"
120,2005,8,330,2,2,105.092,NA,22,10,1,"1 330"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,331,16,17,105.183,0.2753,208,58,1,"1 331"
120,1997,8,331,16,17,160.4,0.1569,230,85,1,"1 331"
120,1998,8,331,16,17,274.742,0.0507,208,52,1,"1 331"
120,1999,8,331,16,17,359.35,0.0844,234,48,1,"1 331"
120,2000,8,331,16,17,402.538,0.0795,276,50,1,"1 331"
120,2001,8,331,16,17,279.979,0.1907,NA,NA,1,"1 331"
120,2002,8,331,16,17,413.425,0.1013,108,38,1,"1 331"
120,2003,8,331,16,17,399.331,NA,80,36,1,"1 331"
120,2004,8,331,16,17,320.396,NA,28,18,1,"1 331"
120,2005,8,331,16,17,377.083,NA,52,23,1,"1 331"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,333,1,1,80.792,0.2875,147,36,1,"1 333"
120,1997,8,333,1,1,86.9835,0.0417,187,66,1,"1 333"
120,1998,8,333,1,1,56.0417,0.0879,160,37,1,"1 333"
120,1999,8,333,1,1,48.3208,0.0784,100,49,1,"1 333"
120,2000,8,333,1,1,40.35,0.0823,67,30,1,"1 333"
120,2001,8,333,1,1,70.7352,0.15805,NA,NA,1,"1 333"
120,2002,8,333,1,1,60.9057,0,104,26,1,"1 333"
120,2003,8,333,1,1,66.587,NA,12,9,1,"1 333"
120,2004,8,333,1,1,41.3213,NA,22,8,1,"1 333"
120,2005,8,333,1,1,30.208,NA,30,15,1,"1 333"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,334,2,2,106.808,0.3502,91,31,1,"1 334"
120,1997,8,334,2,2,110.675,0.0141,219,71,1,"1 334"
120,1998,8,334,2,2,73.15,0.0171,63,35,1,"1 334"
120,1999,8,334,2,2,65.4242,0.0095,63,35,1,"1 334"
120,2000,8,334,2,2,101.842,0.0272,36,21,1,"1 334"
120,2001,8,334,2,2,64.5275,0.0617,NA,NA,1,"1 334"
120,2002,8,334,2,2,92.2745,0.0038,77,28,1,"1 334"
120,2003,8,334,2,2,72.0998,NA,16,7,1,"1 334"
120,2004,8,334,2,2,48.7457,NA,18,8,1,"1 334"
120,2005,8,334,2,2,32.025,NA,24,14,1,"1 334"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,335,2,3,38.533,0.2477,133,32,1,"1 335"
120,1997,8,335,2,3,117.667,0.0555,259,85,1,"1 335"
120,1998,8,335,2,3,117.033,0.1143,154,42,1,"1 335"
120,1999,8,335,2,3,103.983,0.1345,89,39,1,"1 335"
120,2000,8,335,2,3,118.209,0.0756,80,21,1,"1 335"
120,2001,8,335,2,3,108.101,0.15235,NA,NA,1,"1 335"
120,2002,8,335,2,3,110.038,0.0462,60,26,1,"1 335"
120,2003,8,335,2,3,140.45,NA,44,15,1,"1 335"
120,2004,8,335,2,3,106.542,NA,35,19,1,"1 335"
120,2005,8,335,2,3,90.733,NA,39,13,1,"1 335"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,336,16,17,132.842,0.1696,105,37,1,"1 336"
120,1997,8,336,16,17,212.233,0.0629,182,71,1,"1 336"
120,1998,8,336,16,17,227.75,0.0207,79,49,1,"1 336"
120,1999,8,336,16,17,269.476,0.0088,139,39,1,"1 336"
120,2000,8,336,16,17,335.813,0.0352,68,18,1,"1 336"
120,2001,8,336,16,17,307.779,0.0872,NA,NA,1,"1 336"
120,2002,8,336,16,17,375.437,0.0972,85,40,1,"1 336"
120,2003,8,336,16,17,379.842,NA,51,30,1,"1 336"
120,2004,8,336,16,17,385.506,NA,38,20,1,"1 336"
120,2005,8,336,16,17,421.436,NA,29,19,1,"1 336"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,338,1,2,45.4,0.319,47,18,1,"1 338"
120,1997,8,338,1,2,232.6,0.0878,200,51,1,"1 338"
120,1998,8,338,1,2,250.558,0.0468,155,41,1,"1 338"
120,1999,8,338,1,2,246.408,0.0114,107,41,1,"1 338"
120,2000,8,338,1,2,141.008,0.0855,35,16,1,"1 338"
120,2001,8,338,1,2,134.487,0.096,NA,NA,1,"1 338"
120,2002,8,338,1,2,169.789,0.0251,106,21,1,"1 338"
120,2003,8,338,1,2,99.8023,NA,88,14,1,"1 338"
120,2004,8,338,1,2,172.171,NA,89,10,1,"1 338"
120,2005,8,338,1,2,113.979,NA,103,13,1,"1 338"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,339,16,17,152.4,0.3842,124,30,1,"1 339"
120,1997,8,339,16,17,279.35,0.1957,213,103,1,"1 339"
120,1998,8,339,16,17,356.833,0.0214,127,54,1,"1 339"
120,1999,8,339,16,17,249.533,0.0281,117,35,1,"1 339"
120,2000,8,339,16,17,377.308,0.1279,99,20,1,"1 339"
120,2001,8,339,16,17,434.158,0.14955,NA,NA,1,"1 339"
120,2002,8,339,16,17,502.062,0.0461,82,39,1,"1 339"
120,2003,8,339,16,17,389.675,NA,65,24,1,"1 339"
120,2004,8,339,16,17,369.13,NA,28,20,1,"1 339"
120,2005,8,339,16,17,479.368,NA,69,26,1,"1 339"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1996,8,342,2,3,151.9,0.4636,114,35,1,"1 342"
120,1997,8,342,2,3,275.042,0.2193,252,84,1,"1 342"
120,1998,8,342,2,3,262.55,0.1354,127,50,1,"1 342"
120,1999,8,342,2,3,235.083,0.0784,203,55,1,"1 342"
120,2000,8,342,2,3,324.333,0.0709,66,19,1,"1 342"
120,2001,8,342,2,3,479.429,0.1025,NA,NA,1,"1 342"
120,2002,8,342,2,3,364.446,0.309,67,36,1,"1 342"
120,2003,8,342,2,3,444.468,NA,109,35,1,"1 342"
120,2004,8,342,2,3,403.871,NA,33,20,1,"1 342"
120,2005,8,342,2,3,365.516,NA,32,23,1,"1 342"
